MAC,FABRICANTE
50-E1-4A   ,Private
50E14A     ,Private
68-FC-B3   ,"Next Level Security Systems, Inc."
68FCB3     ,"Next Level Security Systems, Inc."
70-30-5E   ,"Nanjing Zhongke Menglian Information Technology Co.,LTD"
70305E     ,"Nanjing Zhongke Menglian Information Technology Co.,LTD"
6C-98-EB   ,Ocedo GmbH
6C98EB     ,Ocedo GmbH
9C-88-88   ,Simac Techniek NV
9C8888     ,Simac Techniek NV
18-0C-14   ,iSonea Limited
180C14     ,iSonea Limited
8C-AE-89   ,Y-cam Solutions Ltd
8CAE89     ,Y-cam Solutions Ltd
58-B9-61   ,SOLEM Electronique
58B961     ,SOLEM Electronique
F4-6A-BC   ,Adonit Corp. Ltd.
F46ABC     ,Adonit Corp. Ltd.
20-18-0E   ,"Shenzhen Sunchip Technology Co., Ltd"
20180E     ,"Shenzhen Sunchip Technology Co., Ltd"
80-B2-19   ,ELEKTRON TECHNOLOGY UK LIMITED
80B219     ,ELEKTRON TECHNOLOGY UK LIMITED
D0-8A-55   ,Skullcandy
D08A55     ,Skullcandy
C4-D6-55   ,"Tercel technology co.,ltd"
C4D655     ,"Tercel technology co.,ltd"
9C-A1-0A   ,SCLE SFE
9CA10A     ,SCLE SFE
78-D9-9F   ,NuCom HK Ltd.
78D99F     ,NuCom HK Ltd.
44-C5-6F   ,"NGN Easy Satfinder (Tianjin) Electronic Co., Ltd"
44C56F     ,"NGN Easy Satfinder (Tianjin) Electronic Co., Ltd"
2C-5A-05   ,Nokia Corporation
2C5A05     ,Nokia Corporation
84-83-36   ,Newrun
848336,Newrun
EC-71-DB   ,"Shenzhen Baichuan Digital Technology Co., Ltd."
EC71DB     ,"Shenzhen Baichuan Digital Technology Co., Ltd."
B8-26-6C   ,ANOV France
B8266C     ,ANOV France
28-4D-92   ,Luminator
284D92     ,Luminator
1C-4B-B9   ,"SMG ENTERPRISE, LLC"
1C4BB9     ,"SMG ENTERPRISE, LLC"
0C-5C-D8   ,DOLI Elektronik GmbH
0C5CD8     ,DOLI Elektronik GmbH
2C-5F-F3   ,Pertronic Industries
2C5FF3     ,Pertronic Industries
E0-AF-4B   ,"Pluribus Networks, Inc."
E0AF4B     ,"Pluribus Networks, Inc."
50-FC-9F   ,"Samsung Electronics Co.,Ltd"
50FC9F     ,"Samsung Electronics Co.,Ltd"
C8-56-63   ,Sunflex Europe GmbH
C85663     ,Sunflex Europe GmbH
88-FE-D6   ,"ShangHai WangYong Software Co., Ltd."
88FED6     ,"ShangHai WangYong Software Co., Ltd."
60-03-47   ,Billion Electric Co. Ltd.
600347,Billion Electric Co. Ltd.
08-40-27   ,Gridstore Inc.
84027,Gridstore Inc.
7C-20-48   ,KoamTac
7C2048     ,KoamTac
BC-F5-AC   ,LG Electronics
BCF5AC     ,LG Electronics
70-59-86   ,OOO TTV
705986,OOO TTV
20-DF-3F   ,"Nanjing SAC Power Grid Automation Co., Ltd."
20DF3F     ,"Nanjing SAC Power Grid Automation Co., Ltd."
30-78-6B   ,"TIANJIN Golden Pentagon Electronics Co., Ltd."
30786B     ,"TIANJIN Golden Pentagon Electronics Co., Ltd."
4C-D6-37   ,"Qsono Electronics Co., Ltd"
4CD637     ,"Qsono Electronics Co., Ltd"
8C-F9-45   ,Power Automation pte Ltd
8CF945     ,Power Automation pte Ltd
2C-92-2C   ,"Kishu Giken Kogyou Company Ltd,."
2C922C     ,"Kishu Giken Kogyou Company Ltd,."
50-98-71   ,Inventum Technologies Private Limited
509871,Inventum Technologies Private Limited
38-42-33   ,Wildeboer Bauteile GmbH
384233,Wildeboer Bauteile GmbH
94-40-A2   ,"Anywave Communication Technologies, Inc."
9440A2     ,"Anywave Communication Technologies, Inc."
7C-B7-7B   ,Paradigm Electronics Inc
7CB77B     ,Paradigm Electronics Inc
28-A2-41   ,exlar corp
28A241     ,exlar corp
98-76-B6   ,Adafruit
9876B6     ,Adafruit
AC-22-0B   ,ASUSTek COMPUTER INC.
AC220B     ,ASUSTek COMPUTER INC.
88-35-4C   ,Transics
88354C     ,Transics
70-9B-FC   ,Bryton Inc.
709BFC     ,Bryton Inc.
D8-2D-9B   ,"Shenzhen G.Credit Communication Technology Co., Ltd"
D82D9B     ,"Shenzhen G.Credit Communication Technology Co., Ltd"
94-BF-1E   ,eflow Inc. / Smart Device Planning and Development Division
94BF1E     ,eflow Inc. / Smart Device Planning and Development Division
C0-A3-9E   ,"EarthCam, Inc."
C0A39E     ,"EarthCam, Inc."
08-8E-4F   ,SF Software Solutions
088E4F     ,SF Software Solutions
E8-EA-DA   ,Denkovi Assembly Electroncs LTD
E8EADA     ,Denkovi Assembly Electroncs LTD
DC-AE-04   ,CELOXICA Ltd
DCAE04     ,CELOXICA Ltd
54-22-F8   ,zte corporation
5422F8     ,zte corporation
48-6E-73   ,"Pica8, Inc."
"4,86000000000000E+75","Pica8, Inc."
A0-CE-C8   ,CE LINK LIMITED
A0CEC8     ,CE LINK LIMITED
90-7A-28   ,Beijing Morncloud Information And Technology Co. Ltd.
907A28     ,Beijing Morncloud Information And Technology Co. Ltd.
28-28-5D   ,ZyXEL Communications Corporation
28285D     ,ZyXEL Communications Corporation
CC-D2-9B   ,"Shenzhen Bopengfa Elec&Technology CO.,Ltd"
CCD29B     ,"Shenzhen Bopengfa Elec&Technology CO.,Ltd"
9C-4E-BF   ,BoxCast
9C4EBF     ,BoxCast
34-A6-8C   ,Shine Profit Development Limited
34A68C     ,Shine Profit Development Limited
78-DA-B3   ,GBO Technology
78DAB3     ,GBO Technology
80-BB-EB   ,Satmap Systems Ltd
80BBEB     ,Satmap Systems Ltd
6C-B7-F4   ,"Samsung Electronics Co.,Ltd"
6CB7F4     ,"Samsung Electronics Co.,Ltd"
C0-65-99   ,"Samsung Electronics Co.,Ltd"
C06599     ,"Samsung Electronics Co.,Ltd"
18-26-66   ,"Samsung Electronics Co.,Ltd"
182666,"Samsung Electronics Co.,Ltd"
94-9F-B4   ,"ChengDu JiaFaAnTai Technology Co.,Ltd"
949FB4     ,"ChengDu JiaFaAnTai Technology Co.,Ltd"
40-68-26   ,Thales UK Limited
406826,Thales UK Limited
5C-15-E1   ,AIDC TECHNOLOGY (S) PTE LTD
5C15E1     ,AIDC TECHNOLOGY (S) PTE LTD
04-8D-38   ,Netcore Technology Inc.
048D38     ,Netcore Technology Inc.
1C-4A-F7   ,AMON INC
1C4AF7     ,AMON INC
98-5D-46   ,PeopleNet Communication
985D46     ,PeopleNet Communication
44-67-55   ,Orbit Irrigation
446755,Orbit Irrigation
78-9F-4C   ,HOERBIGER Elektronik GmbH
789F4C     ,HOERBIGER Elektronik GmbH
98-F8-C1   ,IDT Technology Limited
98F8C1     ,IDT Technology Limited
F4-7A-4E   ,Woojeon&Handan
F47A4E     ,Woojeon&Handan
28-BA-B5   ,"Samsung Electronics Co.,Ltd"
28BAB5     ,"Samsung Electronics Co.,Ltd"
44-70-0B   ,IFFU
44700B     ,IFFU
8C-2F-39   ,IBA Dosimetry GmbH
8C2F39     ,IBA Dosimetry GmbH
B8-F8-28   ,Changshu Gaoshida Optoelectronic Technology Co. Ltd.
B8F828     ,Changshu Gaoshida Optoelectronic Technology Co. Ltd.
58-46-8F   ,Koncar Electronics and Informatics
58468F     ,Koncar Electronics and Informatics
10-3B-59   ,"Samsung Electronics Co.,Ltd"
103B59     ,"Samsung Electronics Co.,Ltd"
74-66-30   ,T:mi Ytti
746630,T:mi Ytti
70-E2-84   ,Wistron InfoComm(Zhongshan) Corporation
"7,00000000000000E+285",Wistron InfoComm(Zhongshan) Corporation
B0-FE-BD   ,Private
B0FEBD     ,Private
94-0B-D5   ,"Himax Technologies, Inc"
940BD5     ,"Himax Technologies, Inc"
30-05-5C   ,"Brother industries, LTD."
30055C     ,"Brother industries, LTD."
0C-82-68   ,"TP-LINK TECHNOLOGIES CO.,LTD."
0C8268     ,"TP-LINK TECHNOLOGIES CO.,LTD."
B0-17-43   ,EDISON GLOBAL CIRCUITS LLC
B01743     ,EDISON GLOBAL CIRCUITS LLC
90-DA-4E   ,AVANU
90DA4E     ,AVANU
70-38-B4   ,Low Tech Solutions
7038B4     ,Low Tech Solutions
AC-18-26   ,SEIKO EPSON CORPORATION
AC1826     ,SEIKO EPSON CORPORATION
4C-80-4F   ,Armstrong Monitoring Corp
4C804F     ,Armstrong Monitoring Corp
90-1D-27   ,zte corporation
901D27     ,zte corporation
7C-D7-62   ,Freestyle Technology Pty Ltd
7CD762     ,Freestyle Technology Pty Ltd
D0-73-D5   ,LIFI LABS MANAGEMENT PTY LTD
D073D5     ,LIFI LABS MANAGEMENT PTY LTD
B8-C4-6F   ,PRIMMCON INDUSTRIES INC
B8C46F     ,PRIMMCON INDUSTRIES INC
50-5A-C6   ,"GUANGDONG SUPER TELECOM CO.,LTD."
505AC6     ,"GUANGDONG SUPER TELECOM CO.,LTD."
38-A8-6B   ,Orga BV
38A86B     ,Orga BV
14-13-30   ,Anakreon UK LLP
141330,Anakreon UK LLP
0C-F4-05   ,"Beijing Signalway Technologies Co.,Ltd"
0CF405     ,"Beijing Signalway Technologies Co.,Ltd"
BC-72-B1   ,"Samsung Electronics Co.,Ltd"
BC72B1     ,"Samsung Electronics Co.,Ltd"
78-F7-BE   ,"Samsung Electronics Co.,Ltd"
78F7BE     ,"Samsung Electronics Co.,Ltd"
1C-76-CA   ,Terasic Technologies Inc.
1C76CA     ,Terasic Technologies Inc.
0C-11-05   ,"Ringslink (Xiamen) Network Communication Technologies Co., Ltd"
0C1105     ,"Ringslink (Xiamen) Network Communication Technologies Co., Ltd"
94-50-47   ,Rechnerbetriebsgruppe
945047,Rechnerbetriebsgruppe
D8-DC-E9   ,"Kunshan Erlab ductless filtration system Co.,Ltd"
D8DCE9     ,"Kunshan Erlab ductless filtration system Co.,Ltd"
54-11-2F   ,Sulzer Pump Solutions Finland Oy
54112F     ,Sulzer Pump Solutions Finland Oy
E0-DC-A0   ,"Siemens Electrical Apparatus Ltd., Suzhou Chengdu Branch"
E0DCA0     ,"Siemens Electrical Apparatus Ltd., Suzhou Chengdu Branch"
4C-55-B8   ,Turkcell Teknoloji
4C55B8     ,Turkcell Teknoloji
08-80-39   ,Cisco SPVTG
88039,Cisco SPVTG
2C-72-C3   ,Soundmatters
2C72C3     ,Soundmatters
84-E4-D9   ,Shenzhen NEED technology Ltd.
84E4D9     ,Shenzhen NEED technology Ltd.
C4-48-38   ,"Satcom Direct, Inc."
C44838     ,"Satcom Direct, Inc."
54-54-14   ,"Digital RF Corea, Inc"
545414,"Digital RF Corea, Inc"
24-EB-65   ,SAET I.S. S.r.l.
24EB65     ,SAET I.S. S.r.l.
D0-F2-7F   ,"SteadyServ Technoligies, LLC"
D0F27F     ,"SteadyServ Technoligies, LLC"
DC-64-7C   ,C.R.S. iiMotion GmbH
DC647C     ,C.R.S. iiMotion GmbH
18-84-10   ,CoreTrust Inc.
188410,CoreTrust Inc.
A0-8A-87   ,"HuiZhou KaiYue Electronic Co.,Ltd"
A08A87     ,"HuiZhou KaiYue Electronic Co.,Ltd"
04-BF-A8   ,ISB Corporation
04BFA8     ,ISB Corporation
5C-84-86   ,Brightsource Industries Israel LTD
5C8486     ,Brightsource Industries Israel LTD
28-CD-9C   ,"Shenzhen Dynamax Software Development Co.,Ltd."
28CD9C     ,"Shenzhen Dynamax Software Development Co.,Ltd."
E0-ED-C7   ,"Shenzhen Friendcom Technology Development Co., Ltd"
E0EDC7     ,"Shenzhen Friendcom Technology Development Co., Ltd"
2C-F2-03   ,EMKO ELEKTRONIK SAN VE TIC AS
2CF203     ,EMKO ELEKTRONIK SAN VE TIC AS
24-62-78   ,sysmocom - systems for mobile communications GmbH
246278,sysmocom - systems for mobile communications GmbH
F4-58-42   ,Boxx TV Ltd
F45842     ,Boxx TV Ltd
A8-61-AA   ,Cloudview Limited
A861AA     ,Cloudview Limited
C8-93-46   ,MXCHIP Company Limited
C89346     ,MXCHIP Company Limited
F0-F2-60   ,Mobitec AB
F0F260     ,Mobitec AB
14-23-D7   ,"EUTRONIX CO., LTD."
1423D7     ,"EUTRONIX CO., LTD."
1C-3E-84   ,"Hon Hai Precision Ind. Co.,Ltd."
1C3E84     ,"Hon Hai Precision Ind. Co.,Ltd."
3C-FB-96   ,Emcraft Systems LLC
3CFB96     ,Emcraft Systems LLC
08-1F-3F   ,WondaLink Inc.
081F3F     ,WondaLink Inc.
DC-6F-08   ,Bay Storage Technology
DC6F08     ,Bay Storage Technology
E4-92-E7   ,"Gridlink Tech. Co.,Ltd."
E492E7     ,"Gridlink Tech. Co.,Ltd."
60-BB-0C   ,"Beijing HuaqinWorld Technology Co,Ltd"
60BB0C     ,"Beijing HuaqinWorld Technology Co,Ltd"
70-E0-27   ,HONGYU COMMUNICATION TECHNOLOGY LIMITED
"7,00000000000000E+28",HONGYU COMMUNICATION TECHNOLOGY LIMITED
E8-80-D8   ,"GNTEK Electronics Co.,Ltd."
E880D8     ,"GNTEK Electronics Co.,Ltd."
88-9B-39   ,"Samsung Electronics Co.,Ltd"
889B39     ,"Samsung Electronics Co.,Ltd"
E4-32-CB   ,"Samsung Electronics Co.,Ltd"
E432CB     ,"Samsung Electronics Co.,Ltd"
18-88-57   ,Beijing Jinhong Xi-Dian Information Technology Corp.
188857,Beijing Jinhong Xi-Dian Information Technology Corp.
28-79-94   ,"Realplay Digital Technology(Shenzhen) Co.,Ltd"
287994,"Realplay Digital Technology(Shenzhen) Co.,Ltd"
10-5C-3B   ,"Perma-Pipe, Inc."
105C3B     ,"Perma-Pipe, Inc."
40-C4-D6   ,"ChongQing Camyu Technology Development Co.,Ltd."
40C4D6     ,"ChongQing Camyu Technology Development Co.,Ltd."
A0-EB-76   ,AirCUVE Inc.
A0EB76     ,AirCUVE Inc.
6C-61-26   ,Rinicom Holdings
6C6126     ,Rinicom Holdings
C0-4D-F7   ,SERELEC
C04DF7     ,SERELEC
EC-D0-40   ,GEA Farm Technologies GmbH
ECD040     ,GEA Farm Technologies GmbH
00-59-07   ,"LenovoEMC Products USA, LLC"
5907,"LenovoEMC Products USA, LLC"
78-B3-CE   ,Elo touch solutions
78B3CE     ,Elo touch solutions
A8-FB-70   ,WiseSec L.t.d
A8FB70     ,WiseSec L.t.d
30-F3-1D   ,zte corporation
30F31D     ,zte corporation
E4-77-6B   ,AARTESYS AG
E4776B     ,AARTESYS AG
5C-33-5C   ,Swissphone Telecom AG
5C335C     ,Swissphone Telecom AG
A4-FC-CE   ,Security Expert Ltd.
A4FCCE     ,Security Expert Ltd.
E0-CE-C3   ,ASKEY COMPUTER CORP
E0CEC3     ,ASKEY COMPUTER CORP
5C-43-D2   ,HAZEMEYER
5C43D2     ,HAZEMEYER
D8-19-CE   ,Telesquare
D819CE     ,Telesquare
D8-09-C3   ,Cercacor Labs
D809C3     ,Cercacor Labs
84-ED-33   ,"BBMC Co.,Ltd"
84ED33     ,"BBMC Co.,Ltd"
68-1E-8B   ,InfoSight Corporation
681E8B     ,InfoSight Corporation
C0-44-E3   ,"Shenzhen Sinkna Electronics Co., LTD"
C044E3     ,"Shenzhen Sinkna Electronics Co., LTD"
08-F1-B7   ,Towerstream Corpration
08F1B7     ,Towerstream Corpration
20-85-8C   ,Assa
20858C     ,Assa
18-7A-93   ,AMICCOM Electronics Corporation
187A93     ,AMICCOM Electronics Corporation
94-C9-62   ,Teseq AG
94C962     ,Teseq AG
B8-76-3F   ,"Hon Hai Precision Ind. Co.,Ltd."
B8763F     ,"Hon Hai Precision Ind. Co.,Ltd."
38-43-69   ,Patrol Products Consortium LLC
384369,Patrol Products Consortium LLC
D0-8B-7E   ,Passif Semiconductor
D08B7E     ,Passif Semiconductor
68-86-E7   ,"Orbotix, Inc."
68860000000,"Orbotix, Inc."
2C-E8-71   ,Alert Metalguard ApS
2CE871     ,Alert Metalguard ApS
58-D0-71   ,BW Broadcast
58D071     ,BW Broadcast
C0-A0-C7   ,FAIRFIELD INDUSTRIES
C0A0C7     ,FAIRFIELD INDUSTRIES
98-20-8E   ,Definium Technologies
98208E     ,Definium Technologies
70-4A-E4   ,Rinstrum Pty Ltd
704AE4     ,Rinstrum Pty Ltd
5C-A3-9D   ,"SAMSUNG ELECTRO-MECHANICS CO., LTD."
5CA39D     ,"SAMSUNG ELECTRO-MECHANICS CO., LTD."
68-B8-D9   ,"Act KDE, Inc."
68B8D9     ,"Act KDE, Inc."
F8-48-97   ,"Hitachi, Ltd."
F84897     ,"Hitachi, Ltd."
74-E4-24   ,APISTE CORPORATION
"1,79769313486232E+308",APISTE CORPORATION
58-D6-D3   ,Dairy Cheq Inc
58D6D3     ,Dairy Cheq Inc
68-FB-95   ,Generalplus Technology Inc.
68FB95     ,Generalplus Technology Inc.
60-02-B4   ,Wistron NeWeb Corp.
6002B4     ,Wistron NeWeb Corp.
E4-C1-46   ,Objetivos y Servicios de Valor A
E4C146     ,Objetivos y Servicios de Valor A
D4-BF-2D   ,SE Controls Asia Pacific Ltd
D4BF2D     ,SE Controls Asia Pacific Ltd
C4-5D-D8   ,HDMI Forum
C45DD8     ,HDMI Forum
C4-4E-AC   ,"Shenzhen Shiningworth Technology Co., Ltd."
C44EAC     ,"Shenzhen Shiningworth Technology Co., Ltd."
44-33-4C   ,"Shenzhen Bilian electronic CO.,LTD"
44334C     ,"Shenzhen Bilian electronic CO.,LTD"
C4-58-C2   ,"Shenzhen TATFOOK Technology Co., Ltd."
C458C2     ,"Shenzhen TATFOOK Technology Co., Ltd."
44-18-4F   ,Fitview
44184F     ,Fitview
8C-76-C1   ,Goden Tech Limited
8C76C1     ,Goden Tech Limited
DC-2A-14   ,Shanghai Longjing Technology Co.
DC2A14     ,Shanghai Longjing Technology Co.
0C-19-1F   ,Inform Electronik
0C191F     ,Inform Electronik
08-0F-FA   ,KSP INC.
080FFA     ,KSP INC.
EC-FC-55   ,A. Eberle GmbH & Co. KG
ECFC55     ,A. Eberle GmbH & Co. KG
0C-8C-DC   ,Suunto Oy
0C8CDC     ,Suunto Oy
20-B5-C6   ,Mimosa Networks
20B5C6     ,Mimosa Networks
AC-3C-B4   ,Nilan A/S
AC3CB4     ,Nilan A/S
A8-30-AD   ,"Wei Fang Goertek Electronics Co.,Ltd"
A830AD     ,"Wei Fang Goertek Electronics Co.,Ltd"
80-07-A2   ,Esson Technology Inc.
8007A2     ,Esson Technology Inc.
2C-35-57   ,ELLIY Power CO..Ltd
2C3557     ,ELLIY Power CO..Ltd
6C-5A-34   ,"Shenzhen Haitianxiong Electronic Co., Ltd."
6C5A34     ,"Shenzhen Haitianxiong Electronic Co., Ltd."
48-5A-3F   ,WISOL
485A3F     ,WISOL
70-F1-E5   ,Xetawave LLC
70F1E5     ,Xetawave LLC
C0-AA-68   ,OSASI Technos Inc.
C0AA68     ,OSASI Technos Inc.
B8-29-F7   ,Blaster Tech
B829F7     ,Blaster Tech
CC-2D-8C   ,LG Electronics Inc
CC2D8C     ,LG Electronics Inc
00-C1-4F   ,"DDL Co,.ltd."
00C14F     ,"DDL Co,.ltd."
5C-E0-CA   ,"FeiTian United (Beijing) System Technology Co., Ltd."
5CE0CA     ,"FeiTian United (Beijing) System Technology Co., Ltd."
9C-98-11   ,"Guangzhou Sunrise Electronics Development Co., Ltd"
9C9811     ,"Guangzhou Sunrise Electronics Development Co., Ltd"
A0-FE-91   ,AVAT Automation GmbH
A0FE91     ,AVAT Automation GmbH
58-09-E5   ,Kivic Inc.
580900000,Kivic Inc.
74-EC-F1   ,Acumen
74ECF1     ,Acumen
64-99-68   ,Elentec
649968,Elentec
68-15-D3   ,Zaklady Elektroniki i Mechaniki Precyzyjnej R&G S.A.
6815D3     ,Zaklady Elektroniki i Mechaniki Precyzyjnej R&G S.A.
50-B7-C3   ,"Samsung Electronics CO., LTD"
50B7C3     ,"Samsung Electronics CO., LTD"
60-19-29   ,VOLTRONIC POWER TECHNOLOGY(SHENZHEN) CORP.
601929,VOLTRONIC POWER TECHNOLOGY(SHENZHEN) CORP.
C0-BD-42   ,ZPA Smart Energy a.s.
C0BD42     ,ZPA Smart Energy a.s.
48-B2-53   ,Marketaxess Corporation
48B253     ,Marketaxess Corporation
60-D2-B9   ,"REALAND BIO CO., LTD."
60D2B9     ,"REALAND BIO CO., LTD."
20-67-B1   ,Pluto inc.
2067B1     ,Pluto inc.
08-7D-21   ,Altasec technology corporation
087D21     ,Altasec technology corporation
30-FD-11   ,MACROTECH (USA) INC.
30FD11     ,MACROTECH (USA) INC.
F8-05-1C   ,DRS Imaging and Targeting Solutions
F8051C     ,DRS Imaging and Targeting Solutions
60-32-F0   ,Mplus technology
6032F0     ,Mplus technology
74-99-75   ,IBM Corporation
749975,IBM Corporation
0C-DC-CC   ,Inala Technologies
0CDCCC     ,Inala Technologies
F0-AC-A4   ,HBC-radiomatic
F0ACA4     ,HBC-radiomatic
14-DB-85   ,S NET MEDIA
14DB85     ,S NET MEDIA
D4-93-A0   ,Fidelix Oy
D493A0     ,Fidelix Oy
AC-72-36   ,"Lexking Technology Co., Ltd."
AC7236     ,"Lexking Technology Co., Ltd."
CC-B3-F8   ,FUJITSU ISOTEC LIMITED
CCB3F8     ,FUJITSU ISOTEC LIMITED
3C-D7-DA   ,SK Mtek microelectronics(shenzhen)limited
3CD7DA     ,SK Mtek microelectronics(shenzhen)limited
E8-6D-54   ,Digit Mobile Inc
E86D54     ,Digit Mobile Inc
98-57-D3   ,"HON HAI-CCPBG  PRECISION IND.CO.,LTD."
9857D3     ,"HON HAI-CCPBG  PRECISION IND.CO.,LTD."
68-94-23   ,"Hon Hai Precision Ind. Co.,Ltd."
689423,"Hon Hai Precision Ind. Co.,Ltd."
9C-8D-1A   ,INTEG process group inc
9C8D1A     ,INTEG process group inc
74-2D-0A   ,Norfolk Elektronik AG
742D0A     ,Norfolk Elektronik AG
48-03-62   ,"DESAY ELECTRONICS(HUIZHOU)CO.,LTD"
480362,"DESAY ELECTRONICS(HUIZHOU)CO.,LTD"
B0-35-8D   ,Nokia Corporation
B0358D     ,Nokia Corporation
0C-F3-61   ,Java Information
0CF361     ,Java Information
34-BD-FA   ,Cisco SPVTG
34BDFA     ,Cisco SPVTG
70-F9-27   ,Samsung Electronics
70F927     ,Samsung Electronics
A8-AD-3D   ,"Alcatel-Lucent Shanghai Bell Co., Ltd "
A8AD3D     ,"Alcatel-Lucent Shanghai Bell Co., Ltd "
8C-EE-C6   ,Precepscion Pty. Ltd.
8CEEC6     ,Precepscion Pty. Ltd.
EC-D9-50   ,IRT SA
ECD950     ,IRT SA
74-27-3C   ,"ChangYang Technology (Nanjing) Co., LTD"
74273C     ,"ChangYang Technology (Nanjing) Co., LTD"
08-7C-BE   ,Quintic Corp.
087CBE     ,Quintic Corp.
C4-AD-21   ,MEDIAEDGE Corporation
C4AD21     ,MEDIAEDGE Corporation
DC-BF-90   ,"HUIZHOU QIAOXING TELECOMMUNICATION INDUSTRY CO.,LTD."
DCBF90     ,"HUIZHOU QIAOXING TELECOMMUNICATION INDUSTRY CO.,LTD."
E0-F5-CA   ,"CHENG UEI PRECISION INDUSTRY CO.,LTD."
E0F5CA     ,"CHENG UEI PRECISION INDUSTRY CO.,LTD."
1C-5C-60   ,"Shenzhen Belzon Technology Co.,LTD."
1C5C60     ,"Shenzhen Belzon Technology Co.,LTD."
2C-ED-EB   ,Alpheus Digital Company Limited
2CEDEB     ,Alpheus Digital Company Limited
38-1C-4A   ,"SIMCom Wireless Solutions Co.,Ltd."
381C4A     ,"SIMCom Wireless Solutions Co.,Ltd."
C8-DE-51   ,"Integra Networks, Inc."
C8DE51     ,"Integra Networks, Inc."
5C-E8-EB   ,Samsung Electronics
5CE8EB     ,Samsung Electronics
90-1E-DD   ,GREAT COMPUTER CORPORATION
901EDD     ,GREAT COMPUTER CORPORATION
2C-62-89   ,Regenersis (Glenrothes) Ltd
2C6289     ,Regenersis (Glenrothes) Ltd
F0-93-C5   ,Garland Technology
F093C5     ,Garland Technology
4C-09-B4   ,zte corporation
4C09B4     ,zte corporation
B8-B9-4E   ,"Shenzhen iBaby Labs, Inc."
B8B94E     ,"Shenzhen iBaby Labs, Inc."
00-F4-03   ,Orbis Systems Oy
00F403     ,Orbis Systems Oy
AC-C6-98   ,"Kohzu Precision Co., Ltd."
ACC698     ,"Kohzu Precision Co., Ltd."
90-70-25   ,"Garea Microsys Co.,Ltd."
907025,"Garea Microsys Co.,Ltd."
50-2E-CE   ,"Asahi Electronics Co.,Ltd"
502ECE     ,"Asahi Electronics Co.,Ltd"
44-0C-FD   ,"NetMan Co., Ltd."
440CFD     ,"NetMan Co., Ltd."
7C-EB-EA   ,ASCT
7CEBEA     ,ASCT
08-5B-0E   ,"Fortinet, Inc."
085B0E     ,"Fortinet, Inc."
4C-0F-C7   ,"Earda Electronics Co.,Ltd "
4C0FC7     ,"Earda Electronics Co.,Ltd "
64-C9-44   ,"LARK Technologies, Inc"
64C944     ,"LARK Technologies, Inc"
68-69-F2   ,ComAp s.r.o.
6869F2     ,ComAp s.r.o.
B8-89-CA   ,"ILJIN ELECTRIC Co., Ltd."
B889CA     ,"ILJIN ELECTRIC Co., Ltd."
B8-5A-FE   ,"Handaer Communication Technology (Beijing) Co., Ltd"
B85AFE     ,"Handaer Communication Technology (Beijing) Co., Ltd"
60-46-16   ,"XIAMEN VANN INTELLIGENT CO., LTD"
604616,"XIAMEN VANN INTELLIGENT CO., LTD"
EC-D9-25   ,RAMI
ECD925     ,RAMI
38-AA-3C   ,SAMSUNG ELECTRO-MECHANICS
38AA3C     ,SAMSUNG ELECTRO-MECHANICS
04-9F-06   ,"Smobile Co., Ltd."
049F06     ,"Smobile Co., Ltd."
D8-06-D1   ,"Honeywell Fire System (Shanghai) Co,. Ltd."
D806D1     ,"Honeywell Fire System (Shanghai) Co,. Ltd."
68-72-51   ,Ubiquiti Networks
687251,Ubiquiti Networks
B8-D9-CE   ,Samsung Electronics
B8D9CE     ,Samsung Electronics
8C-6A-E4   ,Viogem Limited
8C6AE4     ,Viogem Limited
20-C1-AF   ,"i Wit Digital Co., Limited"
20C1AF     ,"i Wit Digital Co., Limited"
D8-8A-3B   ,UNIT-EM
D88A3B     ,UNIT-EM
BC-D9-40   ,"ASR Co,.Ltd."
BCD940     ,"ASR Co,.Ltd."
F4-52-14   ,"Mellanox Technologies, Inc."
F45214     ,"Mellanox Technologies, Inc."
EC-49-93   ,"Qihan Technology Co., Ltd "
EC4993     ,"Qihan Technology Co., Ltd "
B0-AC-FA   ,FUJITSU LIMITED
B0ACFA     ,FUJITSU LIMITED
1C-95-9F   ,Veethree Electronics And Marine LLC
1C959F     ,Veethree Electronics And Marine LLC
18-D9-49   ,"Qvis Labs, LLC"
18D949     ,"Qvis Labs, LLC"
64-62-23   ,"Cellient Co., Ltd."
646223,"Cellient Co., Ltd."
F0-E7-7E   ,"Samsung Electronics Co.,Ltd"
F0E77E     ,"Samsung Electronics Co.,Ltd"
AC-F0-B2   ,Becker Electronics Taiwan Ltd.
ACF0B2     ,Becker Electronics Taiwan Ltd.
10-A9-32   ,"Beijing Cyber Cloud Technology Co. ,Ltd."
10A932     ,"Beijing Cyber Cloud Technology Co. ,Ltd."
C4-7B-A3   ,NAVIS Inc.
C47BA3     ,NAVIS Inc.
A8-17-58   ,Elektronik System i Umeå AB
A81758     ,Elektronik System i Umeå AB
44-34-8F   ,MXT INDUSTRIAL LTDA
44348F     ,MXT INDUSTRIAL LTDA
9C-01-11   ,"Shenzhen Newabel Electronic Co., Ltd."
9C0111     ,"Shenzhen Newabel Electronic Co., Ltd."
0C-A1-38   ,Blinq Wireless Inc.
0CA138     ,Blinq Wireless Inc.
B0-B2-DC   ,ZyXEL Communications Corporation
B0B2DC     ,ZyXEL Communications Corporation
34-81-37   ,UNICARD SA
348137,UNICARD SA
